task_description,task_category,task_required_skill,employer_id,employer_skill,match,required_skills_list,employer_skills_list
"this tsk involves improving web development pp skills needed nodejs,css,jvscript,rect",web development,"nodjs,css,javascript,rect",1a17abc3-0e25-4d37-36c2-cca4a96659b7,"nodjs,css,kotlin,c,sql",1,"['nodjs', 'css', 'javascript', 'rect']","['nodjs', 'css', 'kotlin', 'c', 'sql']"
"this tsk involves developing devops pp skills needed cicd,kubernetes",devops,"cicd,kubernetes",7685eb49-3123-08b5-c0fb-6a63622ea779,"cicd,kubernetes,scikitlearn,pnds,sql",1,"['cicd', 'kubernetes']","['cicd', 'kubernetes', 'scikitlearn', 'pnds', 'sql']"
"this task involves designing a web development app skills needed react,jvscript,css,nodejs",web development,"react,jvscript,css,nodejs",bbc94c8e-f16d-c79a-8995-090df682cc76,"css,nodejs,numpy,aws,react native",1,"['react', 'jvscript', 'css', 'nodejs']","['css', 'nodejs', 'numpy', 'aws', 'react native']"
"this task involves testing a cybersecurity app skills needed firewalls,penetrtion testing,siem,networking",cybersecurity,"firewalls,penetrtion testing,siem,networking",947d0f7c-c8b9-7399-ff09-20f81eb594a2,"scikitlearn,fluttr,html",0,"['firewalls', 'penetrtion testing', 'siem', 'networking']","['scikitlearn', 'fluttr', 'html']"
"this task involves improving a cybersecurity app skills needed penetration testing,encryption",cybersecurity,"penetration testing,encryption",cd4a451c-fe18-75eb-56d9-7a338b9068c8,"numpy,kubrnts,unity,scikitlearn",0,"['penetration testing', 'encryption']","['numpy', 'kubrnts', 'unity', 'scikitlearn']"
"this tsk involves developing gme development pp skills needed unrel engine,c,c",gme development,"unrl engin,c,c",6a7a3d91-8b6e-ee8b-fd2c-9520ece81eab,"c,unreal engine,swift,ract",1,"['unrl engin', 'c', 'c']","['c', 'unreal engine', 'swift', 'ract']"
"this task involves developing a devops app skills needed ws,cicd,kubernetes,terrform",devops,"ws,cicd,kubrnts,terrform",854ce07c-b4a4-4519-fc7f-2d406f641e9a,"networking,c,unity",0,"['ws', 'cicd', 'kubrnts', 'terrform']","['networking', 'c', 'unity']"
"this tsk involves developing dt science pp skills needed sql,numpy,pnds,scikitlern",data science,"sql,numpy,pnds,scikitlearn",a3e13a39-4feb-bb90-5cba-8bbe07b2b3a6,"pntrtion tsting,flutter,nodejs",0,"['sql', 'numpy', 'pnds', 'scikitlearn']","['pntrtion tsting', 'flutter', 'nodejs']"
"this tsk involves developing gme development pp skills needed c,c,unrel engine",gme development,"c,c,unreal engine",aa7beac1-f7a8-a8c6-7f5c-2ff56a07863f,"c,c,firewalls,scikitlearn",1,"['c', 'c', 'unreal engine']","['c', 'c', 'firewalls', 'scikitlearn']"
"this task involves developing a data science app skills needed scikitlern,numpy",data science,"scikitlern,numpy",058169f9-85b4-bba1-ef01-bdf0822a42a0,"trraform,rct ntiv,python,penetration testing",0,"['scikitlern', 'numpy']","['trraform', 'rct ntiv', 'python', 'penetration testing']"
"this tsk involves testing mobile development pp skills needed jv,kotlin",mobile development,"java,kotlin",221e83d2-2bb1-16bf-5663-bba906f2a6ee,"kotlin,java,unreal engine,sql,ract",1,"['java', 'kotlin']","['kotlin', 'java', 'unreal engine', 'sql', 'ract']"
"this task involves developing a cybersecurity app skills needed networking,penetrtion testing,firewalls,siem",cybersecurity,"networking,penetrtion testing,firewalls,siem",2be5f49a-d96f-c090-692b-b1985c76bae2,"siem,firwlls,scikitlearn",1,"['networking', 'penetrtion testing', 'firewalls', 'siem']","['siem', 'firwlls', 'scikitlearn']"
"this task involves improving a game development app skills needed unrel engine,unity,blender,c",game development,"unrel engine,unity,blndr,c",fc416671-9730-060c-5e85-8f391f0c83cc,"javascript,html,kotlin,siem",0,"['unrel engine', 'unity', 'blndr', 'c']","['javascript', 'html', 'kotlin', 'siem']"
"this tsk involves testing gme development pp skills needed blender,c,c,unrel engine",game development,"blender,c,c,unrl engin",6e59f684-567b-968b-d614-ba20ddab81ee,"c,c,swift,nodejs",1,"['blender', 'c', 'c', 'unrl engin']","['c', 'c', 'swift', 'nodejs']"
"this task involves developing a web development app skills needed css,javascript",web development,"css,javascript",c5d69da3-2ae2-24d9-4699-34c6fd9a92f8,"jvscript,css,flutter,java,siem",1,"['css', 'javascript']","['jvscript', 'css', 'flutter', 'java', 'siem']"
"this task involves designing a devops app skills needed aws,terrform,docker",devops,"aws,trrform,docker",acce20a1-ee77-d4b6-be68-96ab18a01fc4,"aws,terraform,javascript,java,html",1,"['aws', 'trrform', 'docker']","['aws', 'terraform', 'javascript', 'java', 'html']"
"this task involves designing a game development app skills needed blender,unreal engine",game development,"blndr,unreal engine",7377674a-2bb2-b3da-2852-592762020c1e,"unreal engine,blender,fluttr",1,"['blndr', 'unreal engine']","['unreal engine', 'blender', 'fluttr']"
"this task involves improving a data science app skills needed python,scikitlern",data science,"python,scikitlern",dbde6aff-b83b-7c45-5040-95b2bfaa16c9,"scikitlrn,python,kotlin,swift",1,"['python', 'scikitlern']","['scikitlrn', 'python', 'kotlin', 'swift']"
"this task involves testing a cybersecurity app skills needed siem,networking",cybersecurity,"siem,networking",19bae780-e059-66bb-ece6-393c4d247e18,"cicd,pandas,encryption,nodejs",0,"['siem', 'networking']","['cicd', 'pandas', 'encryption', 'nodejs']"
"this task involves designing a web development app skills needed react,css",web development,"ract,css",4d2e2e2d-8e67-25c6-9f77-282dc1556394,"ntworking,c,sql,kotlin,aws",0,"['ract', 'css']","['ntworking', 'c', 'sql', 'kotlin', 'aws']"
"this task involves developing a game development app skills needed blender,unreal engine",game development,"blndr,unreal engine",9730b6f3-5f96-8cb4-e515-32f2da523ee8,"sql,cicd,docker,css,terraform",0,"['blndr', 'unreal engine']","['sql', 'cicd', 'docker', 'css', 'terraform']"
"this task involves designing a mobile development app skills needed java,react native,flutter,swift",mobile development,"java,ract nativ,fluttr,swift",955c197a-48b8-4823-89ef-d0105cf7f0cb,"flutter,jv,sql,python",1,"['java', 'ract nativ', 'fluttr', 'swift']","['flutter', 'jv', 'sql', 'python']"
"this task involves developing a mobile development app skills needed swift,flutter",mobile development,"swift,flutter",7197d9ea-8933-2c02-0458-098ca2fb65b0,"fluttr,swift,scikitlearn",1,"['swift', 'flutter']","['fluttr', 'swift', 'scikitlearn']"
"this task involves improving a data science app skills needed sql,pnds",data science,"sql,pnds",f40de5b2-ebdb-6661-ee5a-ab2a9e0d8509,"sql,pnds,html",1,"['sql', 'pnds']","['sql', 'pnds', 'html']"
"this task involves developing a web development app skills needed nodejs,css,html",web development,"nodjs,css,html",9c6f89c2-9422-2629-cffe-4b8e10a48581,"html,nodejs,c,ws,blender",1,"['nodjs', 'css', 'html']","['html', 'nodejs', 'c', 'ws', 'blender']"
"this task involves developing a web development app skills needed javascript,css,react,nodejs",web development,"javascript,css,react,nodjs",b7e3cc96-aa74-6b18-cea2-37bc694675f6,"react,javascript,networking,c",1,"['javascript', 'css', 'react', 'nodjs']","['react', 'javascript', 'networking', 'c']"
"this task involves developing a devops app skills needed docker,kubernetes",devops,"docker,kubernetes",e8a4a5ce-01d3-ff10-44d0-f91d084ce7ea,"kubernetes,dockr,networking,terraform",1,"['docker', 'kubernetes']","['kubernetes', 'dockr', 'networking', 'terraform']"
"this task involves improving a mobile development app skills needed swift,java,flutter",mobile development,"swift,java,flutter",99be4e9a-bb25-7a10-9492-f77175d8d8a6,"docker,kubrnts,pandas,javascript,nodjs",0,"['swift', 'java', 'flutter']","['docker', 'kubrnts', 'pandas', 'javascript', 'nodjs']"
"this tsk involves designing web development pp skills needed jvscript,rect,nodejs,html",web development,"javascript,rect,nodejs,html",4ac98ddc-3c65-f917-ae4c-1098c77047c6,"html,rct,unreal engine",1,"['javascript', 'rect', 'nodejs', 'html']","['html', 'rct', 'unreal engine']"
"this tsk involves developing web development pp skills needed html,css,rect",web development,"html,css,rct",b0cfab27-6ab3-6328-768e-564db7fe21c3,"c,pandas,python,c",0,"['html', 'css', 'rct']","['c', 'pandas', 'python', 'c']"
"this task involves improving a game development app skills needed c,blender",game development,"c,blender",fa791c47-ea5c-26dd-e4e1-5d7a2fb70bea,"c,blndr,html",1,"['c', 'blender']","['c', 'blndr', 'html']"
"this tsk involves designing mobile development pp skills needed jv,flutter",mobile development,"java,fluttr",581a8685-38df-e60c-b9be-7f50a8995bf6,"c,cicd,docker,aws",0,"['java', 'fluttr']","['c', 'cicd', 'docker', 'aws']"
"this task involves improving a data science app skills needed pnds,sql,scikitlearn,numpy",data science,"pnds,sql,scikitlarn,numpy",e3bd762a-629f-ad49-5b90-a26547b104b9,"dockr,c,css,blender,flutter",0,"['pnds', 'sql', 'scikitlarn', 'numpy']","['dockr', 'c', 'css', 'blender', 'flutter']"
"this task involves testing a web development app skills needed nodejs,react,html,jvscript",web development,"nodejs,react,html,jvscript",accd88d1-4d4b-eaf6-13db-a3959189d91f,"unreal engine,css,c,python,swift",0,"['nodejs', 'react', 'html', 'jvscript']","['unreal engine', 'css', 'c', 'python', 'swift']"
"this task involves improving a mobile development app skills needed swift,jv",mobile development,"swift,jv",293fe6b9-22ab-a761-8e62-673acb60e74c,"swift,jv,cicd,flutter",1,"['swift', 'jv']","['swift', 'jv', 'cicd', 'flutter']"
"this tsk involves developing mobile development pp skills needed kotlin,jv",mobile development,"kotlin,java",293df239-3222-0407-7a8f-fa88e56ea5f0,"kotlin,java,pandas",1,"['kotlin', 'java']","['kotlin', 'java', 'pandas']"
"this task involves improving a mobile development app skills needed flutter,kotlin,swift",mobile development,"flutter,kotlin,swift",d1ed9565-dba7-7de5-b2a5-b15f77e0a119,"unreal engine,encryption,unity,c",0,"['flutter', 'kotlin', 'swift']","['unreal engine', 'encryption', 'unity', 'c']"
"this task involves designing a mobile development app skills needed java,flutter",mobile development,"java,flutter",55cd472c-ab32-d126-e152-992ea5eaa6fe,"jv,fluttr,dockr,c,unity",1,"['java', 'flutter']","['jv', 'fluttr', 'dockr', 'c', 'unity']"
"this task involves testing a cybersecurity app skills needed firewalls,networking",cybersecurity,"firewalls,networking",e49c3703-d6d1-3ffd-e28c-aa57980278b2,"siem,c,css,unral engin",0,"['firewalls', 'networking']","['siem', 'c', 'css', 'unral engin']"
"this task involves improving a devops app skills needed kubernetes,cicd,aws,docker",devops,"kubernetes,cicd,aws,docker",f3d2b219-b8b2-f17c-775e-271d876c0dd4,"dockr,cicd,nodejs,kotlin,networking",1,"['kubernetes', 'cicd', 'aws', 'docker']","['dockr', 'cicd', 'nodejs', 'kotlin', 'networking']"
"this task involves designing a web development app skills needed react,css,javascript",web development,"ract,css,javascript",4164c71e-4bd4-3498-56d1-6396b6670f7b,"encryption,siem,aws,c",0,"['ract', 'css', 'javascript']","['encryption', 'siem', 'aws', 'c']"
"this task involves designing a data science app skills needed python,pandas",dt science,"python,pandas",afeeddbd-9d54-f82a-79cd-52ccba1cc166,"kubrnts,docker,encryption,terrform,scikitlern",0,"['python', 'pandas']","['kubrnts', 'docker', 'encryption', 'terrform', 'scikitlern']"
"this tsk involves improving web development pp skills needed html,rect",web development,"html,ract",322f21ce-5903-00fb-ba92-88dc51dbbefe,"rect,html,css",1,"['html', 'ract']","['rect', 'html', 'css']"
"this task involves improving a devops app skills needed terrform,cicd",devops,"trrform,cicd",881def75-7d3d-386d-f720-fe5144f8a5f7,"trraform,cicd,react,flutter",1,"['trrform', 'cicd']","['trraform', 'cicd', 'react', 'flutter']"
"this task involves designing a data science app skills needed sql,numpy,python",data science,"sql,numpy,python",bbbe5268-85b9-6613-a93c-f80ad7326efb,"pandas,aws,firewalls",0,"['sql', 'numpy', 'python']","['pandas', 'aws', 'firewalls']"
"this tsk involves designing cybersecurity pp skills needed firewalls,networking",cybersecurity,"firewalls,networking",cbadda52-609b-845e-4559-00349726975e,"firewlls,networking,dockr",1,"['firewalls', 'networking']","['firewlls', 'networking', 'dockr']"
"this tsk involves improving dt science pp skills needed scikitlern,numpy,python,pnds",data science,"scikitlarn,numpy,python,pandas",2c9d8dd4-0ad8-8622-c3b5-681314515e42,"python,numpy,css,encryption,nodjs",1,"['scikitlarn', 'numpy', 'python', 'pandas']","['python', 'numpy', 'css', 'encryption', 'nodjs']"
"this task involves designing a mobile development app skills needed react native,java",mobile development,"react native,java",f68e0d1c-6ba4-e017-78b3-a0232b2c9832,"penetration testing,unral engin,jvscript",0,"['react native', 'java']","['penetration testing', 'unral engin', 'jvscript']"
"this task involves testing a data science app skills needed sql,pandas,scikitlearn",dt science,"sql,pandas,scikitlearn",d4e01da9-25af-9e9f-bc28-733d889241e5,"scikitlearn,pnds,cicd,html",1,"['sql', 'pandas', 'scikitlearn']","['scikitlearn', 'pnds', 'cicd', 'html']"
"this task involves testing a devops app skills needed cicd,terrform,aws",devops,"cicd,terrform,aws",bec73ef0-d357-f26d-1a7d-f24723c7975c,"cicd,aws,encryption",1,"['cicd', 'terrform', 'aws']","['cicd', 'aws', 'encryption']"
"this task involves designing a devops app skills needed ws,cicd,kubernetes",devops,"ws,cicd,kubernetes",c7bebfa4-f12a-f308-a89b-2a7e0bef238a,"unreal engine,encryption,unity,dockr,scikitlearn",0,"['ws', 'cicd', 'kubernetes']","['unreal engine', 'encryption', 'unity', 'dockr', 'scikitlearn']"
"this task involves developing a mobile development app skills needed java,react native,flutter",mobile development,"java,ract nativ,flutter",18690d70-4f5d-5ae3-d30e-8574a1a0ddc2,"trrform,docker,blender",0,"['java', 'ract nativ', 'flutter']","['trrform', 'docker', 'blender']"
"this task involves designing a mobile development app skills needed kotlin,swift,flutter,react native",mobile development,"kotlin,swift,fluttr,ract nativ",a18b9b1d-7cc0-9a58-62f1-ee455d4145a8,"flutter,react native,css",1,"['kotlin', 'swift', 'fluttr', 'ract nativ']","['flutter', 'react native', 'css']"
"this tsk involves improving devops pp skills needed kubernetes,cicd,docker",devops,"kubrnts,cicd,dockr",22ec5e61-ad2e-3d36-d58c-255fb6511635,"dockr,kubernetes,numpy",1,"['kubrnts', 'cicd', 'dockr']","['dockr', 'kubernetes', 'numpy']"
"this tsk involves designing devops pp skills needed aws,terrform,cicd,kubernetes",devops,"aws,terraform,cicd,kubernetes",61ff3a5d-37c7-d7b6-d707-fde236405010,"kubernetes,terraform,aws",1,"['aws', 'terraform', 'cicd', 'kubernetes']","['kubernetes', 'terraform', 'aws']"
"this task involves developing a cybersecurity app skills needed siem,firewalls,penetration testing,networking",cybersecurity,"siem,firwalls,penetration testing,networking",f06e9e7d-c95a-0b76-d362-a3e603f261cc,"penetrtion testing,firewalls,blndr,css",1,"['siem', 'firwalls', 'penetration testing', 'networking']","['penetrtion testing', 'firewalls', 'blndr', 'css']"
"this task involves developing a devops app skills needed docker,kubernetes,cicd,terrform",devops,"docker,kubernetes,cicd,trrform",dffce477-24b9-f543-dd80-dc2447dce0ae,"siem,java,html,jvscript,flutter",0,"['docker', 'kubernetes', 'cicd', 'trrform']","['siem', 'java', 'html', 'jvscript', 'flutter']"
"this task involves improving a web development app skills needed nodejs,css,react",web development,"nodejs,css,react",6277cb41-d264-eaad-968f-9dfc604fc220,"react,css,aws",1,"['nodejs', 'css', 'react']","['react', 'css', 'aws']"
"this task involves testing a game development app skills needed c,unreal engine,c,unity",gme development,"c,unral engin,c,unity",9aeddedc-f0e3-4364-8083-e36a9cedac14,"ntworking,ract,siem,numpy",0,"['c', 'unral engin', 'c', 'unity']","['ntworking', 'ract', 'siem', 'numpy']"
"this tsk involves testing dt science pp skills needed sql,scikitlern",dt science,"sql,scikitlearn",ecc42ffe-ee2a-ed36-fd06-c40631ed5467,"scikitlearn,sql,docker,c,nodjs",1,"['sql', 'scikitlearn']","['scikitlearn', 'sql', 'docker', 'c', 'nodjs']"
"this task involves testing a mobile development app skills needed swift,kotlin,java",mobile development,"swift,kotlin,java",96b37b33-effc-d595-6c94-593c0f3c88f8,"pntration tsting,c,firewalls",0,"['swift', 'kotlin', 'java']","['pntration tsting', 'c', 'firewalls']"
